,dataset,embedding_model,agg_method,clusterer,homogeneity,completeness,tag_concentration_purity,cluster_tag_purity
10,medium1k,specter,mean,dbscan_eps0.1_min15,0.002,0.073,"{'Technology': 0.404, 'Art': 0.262, 'Writing': 0.229, 'Business': 0.171, 'Health': 0.153, 'Productivity': 0.144, 'Self Improvement': 0.116, 'Entrepreneurship': 0.109, 'Science': 0.103, 'Mental Health': 0.101, 'Psychology': 0.101, 'Marketing': 0.097, 'Coronavirus': 0.057, 'Culture': 0.056, 'Books': 0.052}","{'Technology': 0.146, 'Art': 0.095, 'Writing': 0.083, 'Business': 0.062, 'Health': 0.055, 'Productivity': 0.052, 'Self Improvement': 0.042, 'Entrepreneurship': 0.04, 'Science': 0.037, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.02, 'Books': 0.019}"
11,medium1k,specter,mean,dbscan_eps0.3_min3,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
12,medium1k,specter,mean,dbscan_eps0.3_min5,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
13,medium1k,specter,mean,dbscan_eps0.3_min10,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
14,medium1k,specter,mean,dbscan_eps0.3_min15,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
15,medium1k,specter,mean,dbscan_eps0.5_min3,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
16,medium1k,specter,mean,dbscan_eps0.5_min5,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
17,medium1k,specter,mean,dbscan_eps0.5_min10,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
18,medium1k,specter,mean,dbscan_eps0.5_min15,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
19,medium1k,specter,mean,dbscan_eps0.7_min3,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
20,medium1k,specter,mean,dbscan_eps0.7_min5,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
21,medium1k,specter,mean,dbscan_eps0.7_min10,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
22,medium1k,specter,mean,dbscan_eps0.7_min15,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
23,medium1k,specter,mean,dbscan_eps1.0_min3,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
24,medium1k,specter,mean,dbscan_eps1.0_min5,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
25,medium1k,specter,mean,dbscan_eps1.0_min10,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
26,medium1k,specter,mean,dbscan_eps1.0_min15,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
27,medium1k,specter,mean,gmm1,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
28,medium1k,specter,mean,gmm2,0.056,0.286,"{'Technology': 0.762, 'Art': 0.353, 'Writing': 0.328, 'Business': 0.236, 'Health': 0.244, 'Productivity': 0.195, 'Self Improvement': 0.182, 'Entrepreneurship': 0.128, 'Science': 0.142, 'Mental Health': 0.173, 'Psychology': 0.16, 'Marketing': 0.124, 'Coronavirus': 0.081, 'Culture': 0.093, 'Books': 0.084}","{'Technology': 0.12, 'Art': 0.076, 'Writing': 0.071, 'Business': 0.037, 'Health': 0.053, 'Productivity': 0.042, 'Self Improvement': 0.039, 'Entrepreneurship': 0.02, 'Science': 0.031, 'Mental Health': 0.037, 'Psychology': 0.034, 'Marketing': 0.02, 'Coronavirus': 0.017, 'Culture': 0.02, 'Books': 0.018}"
29,medium1k,specter,mean,gmm5,0.127,0.294,"{'Technology': 0.823, 'Art': 0.444, 'Writing': 0.401, 'Business': 0.497, 'Health': 0.203, 'Productivity': 0.245, 'Self Improvement': 0.247, 'Entrepreneurship': 0.302, 'Science': 0.408, 'Mental Health': 0.22, 'Psychology': 0.196, 'Marketing': 0.294, 'Coronavirus': 0.289, 'Culture': 0.089, 'Books': 0.1}","{'Technology': 0.045, 'Art': 0.062, 'Writing': 0.056, 'Business': 0.043, 'Health': 0.028, 'Productivity': 0.034, 'Self Improvement': 0.034, 'Entrepreneurship': 0.026, 'Science': 0.022, 'Mental Health': 0.031, 'Psychology': 0.027, 'Marketing': 0.025, 'Coronavirus': 0.015, 'Culture': 0.012, 'Books': 0.014}"
30,medium1k,specter,mean,gmm10,0.176,0.266,"{'Technology': 0.978, 'Art': 0.596, 'Writing': 0.586, 'Business': 0.564, 'Health': 0.552, 'Productivity': 0.399, 'Self Improvement': 0.21, 'Entrepreneurship': 0.355, 'Science': 0.481, 'Mental Health': 0.409, 'Psychology': 0.315, 'Marketing': 0.28, 'Coronavirus': 0.588, 'Culture': 0.171, 'Books': 0.171}","{'Technology': 0.033, 'Art': 0.043, 'Writing': 0.043, 'Business': 0.03, 'Health': 0.029, 'Productivity': 0.029, 'Self Improvement': 0.015, 'Entrepreneurship': 0.019, 'Science': 0.012, 'Mental Health': 0.022, 'Psychology': 0.017, 'Marketing': 0.015, 'Coronavirus': 0.014, 'Culture': 0.008, 'Books': 0.008}"
31,medium1k,specter,mean,gmm15,0.193,0.242,"{'Technology': 0.973, 'Art': 0.643, 'Writing': 0.747, 'Business': 0.722, 'Health': 0.433, 'Productivity': 0.438, 'Self Improvement': 0.236, 'Entrepreneurship': 0.507, 'Science': 0.547, 'Mental Health': 0.471, 'Psychology': 0.367, 'Marketing': 0.649, 'Coronavirus': 0.651, 'Culture': 0.143, 'Books': 0.101}","{'Technology': 0.027, 'Art': 0.036, 'Writing': 0.041, 'Business': 0.019, 'Health': 0.017, 'Productivity': 0.024, 'Self Improvement': 0.013, 'Entrepreneurship': 0.014, 'Science': 0.011, 'Mental Health': 0.018, 'Psychology': 0.014, 'Marketing': 0.016, 'Coronavirus': 0.013, 'Culture': 0.005, 'Books': 0.006}"
32,medium1k,specter,mean,gmm50,0.246,0.214,"{'Technology': 0.881, 'Art': 0.788, 'Writing': 0.924, 'Business': 0.896, 'Health': 0.761, 'Productivity': 0.458, 'Self Improvement': 0.237, 'Entrepreneurship': 0.753, 'Science': 0.559, 'Mental Health': 0.771, 'Psychology': 0.486, 'Marketing': 0.63, 'Coronavirus': 0.642, 'Culture': 0.295, 'Books': 0.217}","{'Technology': 0.01, 'Art': 0.017, 'Writing': 0.02, 'Business': 0.013, 'Health': 0.01, 'Productivity': 0.01, 'Self Improvement': 0.005, 'Entrepreneurship': 0.011, 'Science': 0.007, 'Mental Health': 0.01, 'Psychology': 0.006, 'Marketing': 0.006, 'Coronavirus': 0.008, 'Culture': 0.002, 'Books': 0.003}"
33,medium1k,specter,mean,gmm100,0.28,0.206,"{'Technology': 0.86, 'Art': 0.822, 'Writing': 0.904, 'Business': 0.93, 'Health': 0.892, 'Productivity': 0.603, 'Self Improvement': 0.356, 'Entrepreneurship': 0.86, 'Science': 0.528, 'Mental Health': 0.75, 'Psychology': 0.477, 'Marketing': 0.757, 'Coronavirus': 0.756, 'Culture': 0.367, 'Books': 0.311}","{'Technology': 0.008, 'Art': 0.011, 'Writing': 0.012, 'Business': 0.007, 'Health': 0.006, 'Productivity': 0.008, 'Self Improvement': 0.003, 'Entrepreneurship': 0.007, 'Science': 0.004, 'Mental Health': 0.006, 'Psychology': 0.004, 'Marketing': 0.005, 'Coronavirus': 0.006, 'Culture': 0.002, 'Books': 0.003}"
34,medium1k,specter,mean,birch1,,,,
35,medium1k,specter,mean,birch2,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
