,dataset,embedding_model,agg_method,similarity,edge constructor,clusterer,depth,connected_nodes,percentage_connected,tag_counts,degree_of_separation
10,medium1k_200,mpnet,mean,cosine,random5,gmm70,2.0,24.0,0.089,"{1: {'Mental Health': 9, 'Health': 13, 'Self Improvement': 6, 'Science': 15, 'Writing': 30, 'Productivity': 26, 'Art': 26, 'Books': 4, 'Marketing': 13, 'Psychology': 7, 'Storytelling': 2, 'Entrepreneurship': 13, 'Business': 10, 'Technology': 8, 'Lifestyle': 1, 'Life': 1}, 2: {'CLUSTER': 8, 'Mental Health': 7, 'Psychology': 5, 'Productivity': 7, 'Self Improvement': 4, 'Health': 6, 'Science': 4, 'Society': 1, 'Writing': 11, 'Art': 10, 'Storytelling': 1, 'Technology': 2, 'Entrepreneurship': 2}, 3: {'Entertainment': 4, 'Psychology': 14, 'Art': 8, 'Mental Health': 15, 'Writing': 2, 'Culture': 4, 'CLUSTER': 42, 'Productivity': 7, 'Life Lessons': 2, 'Self Improvement': 4, 'Technology': 10, 'Storytelling': 1, 'Relationships': 1, 'Coronavirus': 7, 'Science': 11, 'Health': 14, 'Covid 19': 4, 'Society': 2, 'Self-awareness': 1, 'Life': 1, 'Entrepreneurship': 4}}",
11,medium1k_200,mpnet,mean,cosine,random5,gmm70,3.0,59.0,0.218,"{1: {'Mental Health': 9, 'Health': 13, 'Self Improvement': 6, 'Science': 15, 'Writing': 30, 'Productivity': 26, 'Art': 26, 'Books': 4, 'Marketing': 13, 'Psychology': 7, 'Storytelling': 2, 'Entrepreneurship': 13, 'Business': 10, 'Technology': 8, 'Lifestyle': 1, 'Life': 1}, 2: {'CLUSTER': 8, 'Mental Health': 7, 'Psychology': 5, 'Productivity': 7, 'Self Improvement': 4, 'Health': 6, 'Science': 4, 'Society': 1, 'Writing': 11, 'Art': 10, 'Storytelling': 1, 'Technology': 2, 'Entrepreneurship': 2}, 3: {'Entertainment': 4, 'Psychology': 14, 'Art': 8, 'Mental Health': 15, 'Writing': 2, 'Culture': 4, 'CLUSTER': 42, 'Productivity': 7, 'Life Lessons': 2, 'Self Improvement': 4, 'Technology': 10, 'Storytelling': 1, 'Relationships': 1, 'Coronavirus': 7, 'Science': 11, 'Health': 14, 'Covid 19': 4, 'Society': 2, 'Self-awareness': 1, 'Life': 1, 'Entrepreneurship': 4}}",
12,medium1k_200,mpnet,mean,cosine,random10,kmeans50,1.0,88.0,0.351,"{1: {'Art': 32, 'Psychology': 9, 'Writing': 37, 'Productivity': 20, 'Entrepreneurship': 17, 'Technology': 11, 'Health': 10, 'Science': 11, 'Marketing': 10, 'Lifestyle': 3, 'Climate Change': 2, 'Books': 3, 'Mental Health': 6, 'Business': 3, 'Coronavirus': 1, 'Life': 1}, 2: {'CLUSTER': 19, 'Technology': 8, 'Health': 11, 'Science': 8, 'Art': 13, 'Mental Health': 8, 'Psychology': 8, 'Life Lessons': 2, 'Entertainment': 3, 'Coronavirus': 2, 'Productivity': 8, 'Writing': 12, 'Business': 5, 'Entrepreneurship': 5, 'Books': 2, 'Self Improvement': 1, 'Storytelling': 1}, 3: {'Technology': 28, 'Health': 32, 'Science': 27, 'CLUSTER': 30, 'Art': 21, 'Psychology': 22, 'Mental Health': 21, 'Self Improvement': 8, 'Self': 1, 'Society': 4, 'Life Lessons': 2, 'Culture': 5, 'Entertainment': 5, 'Relationships': 2, 'Life': 2, 'Lifestyle': 1, 'Coronavirus': 8, 'Entrepreneurship': 7, 'Business': 13, 'Productivity': 10, 'Education': 1, 'Writing': 15, 'Self-awareness': 2, 'Covid 19': 4, 'Marketing': 8, 'Food': 1, 'LGBTQ': 1, 'Storytelling': 1, 'Books': 5, 'Writing Tips': 1}}",
13,medium1k_200,mpnet,mean,cosine,random10,kmeans50,2.0,28.0,0.112,"{1: {'Art': 32, 'Psychology': 9, 'Writing': 37, 'Productivity': 20, 'Entrepreneurship': 17, 'Technology': 11, 'Health': 10, 'Science': 11, 'Marketing': 10, 'Lifestyle': 3, 'Climate Change': 2, 'Books': 3, 'Mental Health': 6, 'Business': 3, 'Coronavirus': 1, 'Life': 1}, 2: {'CLUSTER': 19, 'Technology': 8, 'Health': 11, 'Science': 8, 'Art': 13, 'Mental Health': 8, 'Psychology': 8, 'Life Lessons': 2, 'Entertainment': 3, 'Coronavirus': 2, 'Productivity': 8, 'Writing': 12, 'Business': 5, 'Entrepreneurship': 5, 'Books': 2, 'Self Improvement': 1, 'Storytelling': 1}, 3: {'Technology': 28, 'Health': 32, 'Science': 27, 'CLUSTER': 30, 'Art': 21, 'Psychology': 22, 'Mental Health': 21, 'Self Improvement': 8, 'Self': 1, 'Society': 4, 'Life Lessons': 2, 'Culture': 5, 'Entertainment': 5, 'Relationships': 2, 'Life': 2, 'Lifestyle': 1, 'Coronavirus': 8, 'Entrepreneurship': 7, 'Business': 13, 'Productivity': 10, 'Education': 1, 'Writing': 15, 'Self-awareness': 2, 'Covid 19': 4, 'Marketing': 8, 'Food': 1, 'LGBTQ': 1, 'Storytelling': 1, 'Books': 5, 'Writing Tips': 1}}",
14,medium1k_200,mpnet,mean,cosine,random10,kmeans50,3.0,93.0,0.371,"{1: {'Art': 32, 'Psychology': 9, 'Writing': 37, 'Productivity': 20, 'Entrepreneurship': 17, 'Technology': 11, 'Health': 10, 'Science': 11, 'Marketing': 10, 'Lifestyle': 3, 'Climate Change': 2, 'Books': 3, 'Mental Health': 6, 'Business': 3, 'Coronavirus': 1, 'Life': 1}, 2: {'CLUSTER': 19, 'Technology': 8, 'Health': 11, 'Science': 8, 'Art': 13, 'Mental Health': 8, 'Psychology': 8, 'Life Lessons': 2, 'Entertainment': 3, 'Coronavirus': 2, 'Productivity': 8, 'Writing': 12, 'Business': 5, 'Entrepreneurship': 5, 'Books': 2, 'Self Improvement': 1, 'Storytelling': 1}, 3: {'Technology': 28, 'Health': 32, 'Science': 27, 'CLUSTER': 30, 'Art': 21, 'Psychology': 22, 'Mental Health': 21, 'Self Improvement': 8, 'Self': 1, 'Society': 4, 'Life Lessons': 2, 'Culture': 5, 'Entertainment': 5, 'Relationships': 2, 'Life': 2, 'Lifestyle': 1, 'Coronavirus': 8, 'Entrepreneurship': 7, 'Business': 13, 'Productivity': 10, 'Education': 1, 'Writing': 15, 'Self-awareness': 2, 'Covid 19': 4, 'Marketing': 8, 'Food': 1, 'LGBTQ': 1, 'Storytelling': 1, 'Books': 5, 'Writing Tips': 1}}",
15,medium1k_200,mpnet,mean,cosine,random10,kmeans70,1.0,100.0,0.369,"{1: {'Art': 30, 'Psychology': 16, 'Writing': 33, 'Productivity': 25, 'Entrepreneurship': 8, 'Coronavirus': 6, 'Health': 16, 'Covid 19': 3, 'Science': 18, 'Technology': 13, 'Marketing': 4, 'Mental Health': 9, 'Lifestyle': 3, 'Books': 4, 'Business': 8, 'Self': 1, 'Self Improvement': 2, 'Climate Change': 2, 'Self-awareness': 1, 'Life': 1}, 2: {'Productivity': 3, 'Work': 2, 'Art': 4, 'CLUSTER': 16, 'Writing': 4, 'Mental Health': 7, 'Business': 5, 'Entrepreneurship': 4, 'Life Lessons': 2, 'Technology': 8, 'Health': 6, 'Psychology': 5, 'Science': 5, 'Entertainment': 1}, 3: {'Writing': 24, 'Productivity': 17, 'Art': 23, 'Entrepreneurship': 12, 'Work': 4, 'Self-awareness': 3, 'Self Improvement': 10, 'Life': 2, 'Mental Health': 16, 'Business': 14, 'Life Lessons': 3, 'Self': 2, 'CLUSTER': 53, 'Technology': 20, 'Health': 14, 'Psychology': 9, 'Culture': 4, 'Science': 8, 'Marketing': 8, 'Storytelling': 3, 'Books': 4, 'Entertainment': 3, 'Lifestyle': 1}}",
16,medium1k_200,mpnet,mean,cosine,random10,kmeans70,2.0,16.0,0.059,"{1: {'Art': 30, 'Psychology': 16, 'Writing': 33, 'Productivity': 25, 'Entrepreneurship': 8, 'Coronavirus': 6, 'Health': 16, 'Covid 19': 3, 'Science': 18, 'Technology': 13, 'Marketing': 4, 'Mental Health': 9, 'Lifestyle': 3, 'Books': 4, 'Business': 8, 'Self': 1, 'Self Improvement': 2, 'Climate Change': 2, 'Self-awareness': 1, 'Life': 1}, 2: {'Productivity': 3, 'Work': 2, 'Art': 4, 'CLUSTER': 16, 'Writing': 4, 'Mental Health': 7, 'Business': 5, 'Entrepreneurship': 4, 'Life Lessons': 2, 'Technology': 8, 'Health': 6, 'Psychology': 5, 'Science': 5, 'Entertainment': 1}, 3: {'Writing': 24, 'Productivity': 17, 'Art': 23, 'Entrepreneurship': 12, 'Work': 4, 'Self-awareness': 3, 'Self Improvement': 10, 'Life': 2, 'Mental Health': 16, 'Business': 14, 'Life Lessons': 3, 'Self': 2, 'CLUSTER': 53, 'Technology': 20, 'Health': 14, 'Psychology': 9, 'Culture': 4, 'Science': 8, 'Marketing': 8, 'Storytelling': 3, 'Books': 4, 'Entertainment': 3, 'Lifestyle': 1}}",
17,medium1k_200,mpnet,mean,cosine,random10,kmeans70,3.0,93.0,0.343,"{1: {'Art': 30, 'Psychology': 16, 'Writing': 33, 'Productivity': 25, 'Entrepreneurship': 8, 'Coronavirus': 6, 'Health': 16, 'Covid 19': 3, 'Science': 18, 'Technology': 13, 'Marketing': 4, 'Mental Health': 9, 'Lifestyle': 3, 'Books': 4, 'Business': 8, 'Self': 1, 'Self Improvement': 2, 'Climate Change': 2, 'Self-awareness': 1, 'Life': 1}, 2: {'Productivity': 3, 'Work': 2, 'Art': 4, 'CLUSTER': 16, 'Writing': 4, 'Mental Health': 7, 'Business': 5, 'Entrepreneurship': 4, 'Life Lessons': 2, 'Technology': 8, 'Health': 6, 'Psychology': 5, 'Science': 5, 'Entertainment': 1}, 3: {'Writing': 24, 'Productivity': 17, 'Art': 23, 'Entrepreneurship': 12, 'Work': 4, 'Self-awareness': 3, 'Self Improvement': 10, 'Life': 2, 'Mental Health': 16, 'Business': 14, 'Life Lessons': 3, 'Self': 2, 'CLUSTER': 53, 'Technology': 20, 'Health': 14, 'Psychology': 9, 'Culture': 4, 'Science': 8, 'Marketing': 8, 'Storytelling': 3, 'Books': 4, 'Entertainment': 3, 'Lifestyle': 1}}",
18,medium1k_200,mpnet,mean,cosine,random10,gmm50,1.0,82.0,0.327,"{1: {'Health': 16, 'Science': 20, 'Self Improvement': 3, 'Mental Health': 10, 'Writing': 30, 'Productivity': 13, 'Art': 30, 'Books': 2, 'Psychology': 10, 'Entrepreneurship': 4, 'Marketing': 8, 'Technology': 7, 'Lifestyle': 2, 'Covid 19': 2, 'Coronavirus': 1, 'Climate Change': 1, 'Life': 1, 'Business': 3}, 2: {'CLUSTER': 24, 'Health': 13, 'Mental Health': 8, 'Psychology': 9, 'Science': 8, 'Productivity': 8, 'Entrepreneurship': 7, 'Self Improvement': 7, 'Art': 6, 'Writing': 2}, 3: {'Technology': 37, 'CLUSTER': 25, 'Coronavirus': 9, 'Mental Health': 18, 'Psychology': 20, 'Science': 17, 'Health': 21, 'Covid 19': 2, 'Life': 5, 'Entrepreneurship': 21, 'Writing': 20, 'Productivity': 21, 'Marketing': 13, 'Art': 22, 'Business': 18, 'Society': 3, 'Self': 1, 'Entertainment': 2, 'Lifestyle': 3, 'Climate Change': 2, 'Self-awareness': 3, 'Finance': 1, 'Self Improvement': 7, 'Writing Tips': 2, 'Life Lessons': 1, 'Storytelling': 3, 'Books': 4, 'Work': 3, 'Culture': 1}}",
19,medium1k_200,mpnet,mean,cosine,random10,gmm50,2.0,31.0,0.124,"{1: {'Health': 16, 'Science': 20, 'Self Improvement': 3, 'Mental Health': 10, 'Writing': 30, 'Productivity': 13, 'Art': 30, 'Books': 2, 'Psychology': 10, 'Entrepreneurship': 4, 'Marketing': 8, 'Technology': 7, 'Lifestyle': 2, 'Covid 19': 2, 'Coronavirus': 1, 'Climate Change': 1, 'Life': 1, 'Business': 3}, 2: {'CLUSTER': 24, 'Health': 13, 'Mental Health': 8, 'Psychology': 9, 'Science': 8, 'Productivity': 8, 'Entrepreneurship': 7, 'Self Improvement': 7, 'Art': 6, 'Writing': 2}, 3: {'Technology': 37, 'CLUSTER': 25, 'Coronavirus': 9, 'Mental Health': 18, 'Psychology': 20, 'Science': 17, 'Health': 21, 'Covid 19': 2, 'Life': 5, 'Entrepreneurship': 21, 'Writing': 20, 'Productivity': 21, 'Marketing': 13, 'Art': 22, 'Business': 18, 'Society': 3, 'Self': 1, 'Entertainment': 2, 'Lifestyle': 3, 'Climate Change': 2, 'Self-awareness': 3, 'Finance': 1, 'Self Improvement': 7, 'Writing Tips': 2, 'Life Lessons': 1, 'Storytelling': 3, 'Books': 4, 'Work': 3, 'Culture': 1}}",
20,medium1k_200,mpnet,mean,cosine,random10,gmm50,3.0,103.0,0.41,"{1: {'Health': 16, 'Science': 20, 'Self Improvement': 3, 'Mental Health': 10, 'Writing': 30, 'Productivity': 13, 'Art': 30, 'Books': 2, 'Psychology': 10, 'Entrepreneurship': 4, 'Marketing': 8, 'Technology': 7, 'Lifestyle': 2, 'Covid 19': 2, 'Coronavirus': 1, 'Climate Change': 1, 'Life': 1, 'Business': 3}, 2: {'CLUSTER': 24, 'Health': 13, 'Mental Health': 8, 'Psychology': 9, 'Science': 8, 'Productivity': 8, 'Entrepreneurship': 7, 'Self Improvement': 7, 'Art': 6, 'Writing': 2}, 3: {'Technology': 37, 'CLUSTER': 25, 'Coronavirus': 9, 'Mental Health': 18, 'Psychology': 20, 'Science': 17, 'Health': 21, 'Covid 19': 2, 'Life': 5, 'Entrepreneurship': 21, 'Writing': 20, 'Productivity': 21, 'Marketing': 13, 'Art': 22, 'Business': 18, 'Society': 3, 'Self': 1, 'Entertainment': 2, 'Lifestyle': 3, 'Climate Change': 2, 'Self-awareness': 3, 'Finance': 1, 'Self Improvement': 7, 'Writing Tips': 2, 'Life Lessons': 1, 'Storytelling': 3, 'Books': 4, 'Work': 3, 'Culture': 1}}",
21,medium1k_200,mpnet,mean,cosine,random10,gmm70,1.0,103.0,0.38,"{1: {'Mental Health': 13, 'Health': 14, 'Self Improvement': 8, 'Science': 22, 'Writing': 32, 'Productivity': 24, 'Art': 29, 'Books': 4, 'Marketing': 13, 'Psychology': 7, 'Entrepreneurship': 16, 'Business': 12, 'Storytelling': 3, 'Technology': 7, 'Entertainment': 1, 'Lifestyle': 1, 'Life': 1, 'Coronavirus': 4}, 2: {'CLUSTER': 15, 'Mental Health': 5, 'Health': 7, 'Psychology': 7, 'Productivity': 4, 'Self Improvement': 1, 'Science': 3, 'Writing': 1, 'Art': 1}, 3: {'Health': 26, 'Mental Health': 18, 'Psychology': 22, 'Life Lessons': 1, 'Culture': 4, 'CLUSTER': 54, 'Productivity': 9, 'Art': 18, 'Technology': 17, 'Entrepreneurship': 6, 'Writing': 7, 'Work': 2, 'Life': 2, 'Education': 1, 'Self Improvement': 1, 'Books': 4, 'Lifestyle': 2, 'Entertainment': 5, 'Science': 3, 'Marketing': 2, 'Business': 3, 'Relationships': 1, 'Self': 1, 'Coronavirus': 1, 'Society': 1}}",
