,dataset,embedding_model,agg_method,similarity,edge constructor,clusterer,depth,connected_nodes,percentage_connected,tag_counts,degree_of_separation
10,medium1k_200,nomic,mean,cosine,random5,gmm70,2.0,26.0,0.096,"{1: {'Productivity': 20, 'Health': 9, 'Mental Health': 12, 'Psychology': 9, 'Self Improvement': 5, 'Entrepreneurship': 11, 'Business': 8, 'Storytelling': 2, 'Marketing': 9, 'Writing': 31, 'Society': 2, 'Art': 19, 'Technology': 9, 'Coronavirus': 7, 'Science': 19, 'Self': 1, 'Books': 1, 'Culture': 1}, 2: {'CLUSTER': 8, 'Mental Health': 3, 'Health': 4, 'Productivity': 7, 'Psychology': 2, 'Self Improvement': 1, 'Writing': 10, 'Art': 7, 'Entrepreneurship': 1, 'Marketing': 1, 'Technology': 5}, 3: {'Mental Health': 8, 'Health': 7, 'Science': 8, 'CLUSTER': 37, 'Productivity': 13, 'Technology': 20, 'Lifestyle': 1, 'Storytelling': 1, 'Relationships': 2, 'Writing': 4, 'Psychology': 7, 'Art': 7, 'Entrepreneurship': 2, 'Self Improvement': 2, 'Books': 2, 'Business': 2, 'Entertainment': 3, 'Work': 3, 'Culture': 1}}",
11,medium1k_200,nomic,mean,cosine,random5,gmm70,3.0,55.0,0.203,"{1: {'Productivity': 20, 'Health': 9, 'Mental Health': 12, 'Psychology': 9, 'Self Improvement': 5, 'Entrepreneurship': 11, 'Business': 8, 'Storytelling': 2, 'Marketing': 9, 'Writing': 31, 'Society': 2, 'Art': 19, 'Technology': 9, 'Coronavirus': 7, 'Science': 19, 'Self': 1, 'Books': 1, 'Culture': 1}, 2: {'CLUSTER': 8, 'Mental Health': 3, 'Health': 4, 'Productivity': 7, 'Psychology': 2, 'Self Improvement': 1, 'Writing': 10, 'Art': 7, 'Entrepreneurship': 1, 'Marketing': 1, 'Technology': 5}, 3: {'Mental Health': 8, 'Health': 7, 'Science': 8, 'CLUSTER': 37, 'Productivity': 13, 'Technology': 20, 'Lifestyle': 1, 'Storytelling': 1, 'Relationships': 2, 'Writing': 4, 'Psychology': 7, 'Art': 7, 'Entrepreneurship': 2, 'Self Improvement': 2, 'Books': 2, 'Business': 2, 'Entertainment': 3, 'Work': 3, 'Culture': 1}}",
12,medium1k_200,nomic,mean,cosine,random10,kmeans50,1.0,92.0,0.367,"{1: {'Art': 25, 'Psychology': 11, 'Writing': 35, 'Marketing': 14, 'Storytelling': 1, 'Coronavirus': 5, 'Health': 12, 'Science': 19, 'Covid 19': 3, 'Productivity': 22, 'Technology': 17, 'Business': 3, 'Books': 5, 'Entrepreneurship': 8, 'Mental Health': 7, 'Self': 1, 'Lifestyle': 1, 'Climate Change': 1, 'Self Improvement': 1}, 2: {'Productivity': 7, 'Art': 7, 'CLUSTER': 17, 'Technology': 10, 'Health': 6, 'Science': 5, 'Mental Health': 4, 'Writing': 7, 'Business': 7, 'Psychology': 6, 'Entertainment': 3, 'Work': 1, 'Entrepreneurship': 3, 'Books': 2, 'Life': 1, 'Marketing': 2}, 3: {'Technology': 29, 'Health': 21, 'Science': 16, 'Lifestyle': 5, 'Climate Change': 2, 'CLUSTER': 32, 'Mental Health': 13, 'Psychology': 18, 'Marketing': 6, 'Business': 14, 'Art': 21, 'Writing': 22, 'Society': 3, 'Entertainment': 3, 'Coronavirus': 3, 'Culture': 5, 'Relationships': 2, 'Productivity': 13, 'Work': 3, 'Entrepreneurship': 10, 'Self-awareness': 3, 'Self Improvement': 8, 'Books': 2, 'Life Lessons': 3, 'Storytelling': 2, 'Writing Tips': 1, 'Life': 1, 'LGBTQ': 1}}",
13,medium1k_200,nomic,mean,cosine,random10,kmeans50,2.0,24.0,0.096,"{1: {'Art': 25, 'Psychology': 11, 'Writing': 35, 'Marketing': 14, 'Storytelling': 1, 'Coronavirus': 5, 'Health': 12, 'Science': 19, 'Covid 19': 3, 'Productivity': 22, 'Technology': 17, 'Business': 3, 'Books': 5, 'Entrepreneurship': 8, 'Mental Health': 7, 'Self': 1, 'Lifestyle': 1, 'Climate Change': 1, 'Self Improvement': 1}, 2: {'Productivity': 7, 'Art': 7, 'CLUSTER': 17, 'Technology': 10, 'Health': 6, 'Science': 5, 'Mental Health': 4, 'Writing': 7, 'Business': 7, 'Psychology': 6, 'Entertainment': 3, 'Work': 1, 'Entrepreneurship': 3, 'Books': 2, 'Life': 1, 'Marketing': 2}, 3: {'Technology': 29, 'Health': 21, 'Science': 16, 'Lifestyle': 5, 'Climate Change': 2, 'CLUSTER': 32, 'Mental Health': 13, 'Psychology': 18, 'Marketing': 6, 'Business': 14, 'Art': 21, 'Writing': 22, 'Society': 3, 'Entertainment': 3, 'Coronavirus': 3, 'Culture': 5, 'Relationships': 2, 'Productivity': 13, 'Work': 3, 'Entrepreneurship': 10, 'Self-awareness': 3, 'Self Improvement': 8, 'Books': 2, 'Life Lessons': 3, 'Storytelling': 2, 'Writing Tips': 1, 'Life': 1, 'LGBTQ': 1}}",
14,medium1k_200,nomic,mean,cosine,random10,kmeans50,3.0,87.0,0.347,"{1: {'Art': 25, 'Psychology': 11, 'Writing': 35, 'Marketing': 14, 'Storytelling': 1, 'Coronavirus': 5, 'Health': 12, 'Science': 19, 'Covid 19': 3, 'Productivity': 22, 'Technology': 17, 'Business': 3, 'Books': 5, 'Entrepreneurship': 8, 'Mental Health': 7, 'Self': 1, 'Lifestyle': 1, 'Climate Change': 1, 'Self Improvement': 1}, 2: {'Productivity': 7, 'Art': 7, 'CLUSTER': 17, 'Technology': 10, 'Health': 6, 'Science': 5, 'Mental Health': 4, 'Writing': 7, 'Business': 7, 'Psychology': 6, 'Entertainment': 3, 'Work': 1, 'Entrepreneurship': 3, 'Books': 2, 'Life': 1, 'Marketing': 2}, 3: {'Technology': 29, 'Health': 21, 'Science': 16, 'Lifestyle': 5, 'Climate Change': 2, 'CLUSTER': 32, 'Mental Health': 13, 'Psychology': 18, 'Marketing': 6, 'Business': 14, 'Art': 21, 'Writing': 22, 'Society': 3, 'Entertainment': 3, 'Coronavirus': 3, 'Culture': 5, 'Relationships': 2, 'Productivity': 13, 'Work': 3, 'Entrepreneurship': 10, 'Self-awareness': 3, 'Self Improvement': 8, 'Books': 2, 'Life Lessons': 3, 'Storytelling': 2, 'Writing Tips': 1, 'Life': 1, 'LGBTQ': 1}}",
15,medium1k_200,nomic,mean,cosine,random10,kmeans70,1.0,99.0,0.365,"{1: {'Psychology': 14, 'Writing': 41, 'Art': 31, 'Marketing': 14, 'Entrepreneurship': 16, 'Business': 5, 'Storytelling': 1, 'Productivity': 31, 'Technology': 12, 'Books': 2, 'Work': 3, 'Health': 11, 'Mental Health': 5, 'Science': 13, 'Self Improvement': 1, 'Lifestyle': 1, 'Self': 1, 'Covid 19': 3, 'Coronavirus': 2}, 2: {'Health': 9, 'CLUSTER': 18, 'Mental Health': 4, 'Psychology': 4, 'Life Lessons': 2, 'Technology': 10, 'Science': 6, 'Coronavirus': 3, 'Books': 3, 'Life': 1, 'Productivity': 3, 'Art': 5, 'Writing': 8, 'Self Improvement': 2, 'Business': 4, 'Entrepreneurship': 2, 'Marketing': 2}, 3: {'Health': 28, 'Mental Health': 15, 'Psychology': 16, 'Life Lessons': 2, 'Culture': 7, 'CLUSTER': 51, 'Technology': 19, 'Science': 16, 'Coronavirus': 6, 'Society': 7, 'Covid 19': 2, 'Books': 9, 'Lifestyle': 1, 'LGBTQ': 1, 'Life': 1, 'Writing': 13, 'Productivity': 8, 'Art': 16, 'Storytelling': 3, 'Self Improvement': 5, 'Writing Tips': 2, 'Education': 1, 'Marketing': 2, 'Business': 2, 'Relationships': 1, 'Entrepreneurship': 1}}",
16,medium1k_200,nomic,mean,cosine,random10,kmeans70,2.0,23.0,0.085,"{1: {'Psychology': 14, 'Writing': 41, 'Art': 31, 'Marketing': 14, 'Entrepreneurship': 16, 'Business': 5, 'Storytelling': 1, 'Productivity': 31, 'Technology': 12, 'Books': 2, 'Work': 3, 'Health': 11, 'Mental Health': 5, 'Science': 13, 'Self Improvement': 1, 'Lifestyle': 1, 'Self': 1, 'Covid 19': 3, 'Coronavirus': 2}, 2: {'Health': 9, 'CLUSTER': 18, 'Mental Health': 4, 'Psychology': 4, 'Life Lessons': 2, 'Technology': 10, 'Science': 6, 'Coronavirus': 3, 'Books': 3, 'Life': 1, 'Productivity': 3, 'Art': 5, 'Writing': 8, 'Self Improvement': 2, 'Business': 4, 'Entrepreneurship': 2, 'Marketing': 2}, 3: {'Health': 28, 'Mental Health': 15, 'Psychology': 16, 'Life Lessons': 2, 'Culture': 7, 'CLUSTER': 51, 'Technology': 19, 'Science': 16, 'Coronavirus': 6, 'Society': 7, 'Covid 19': 2, 'Books': 9, 'Lifestyle': 1, 'LGBTQ': 1, 'Life': 1, 'Writing': 13, 'Productivity': 8, 'Art': 16, 'Storytelling': 3, 'Self Improvement': 5, 'Writing Tips': 2, 'Education': 1, 'Marketing': 2, 'Business': 2, 'Relationships': 1, 'Entrepreneurship': 1}}",
17,medium1k_200,nomic,mean,cosine,random10,kmeans70,3.0,90.0,0.332,"{1: {'Psychology': 14, 'Writing': 41, 'Art': 31, 'Marketing': 14, 'Entrepreneurship': 16, 'Business': 5, 'Storytelling': 1, 'Productivity': 31, 'Technology': 12, 'Books': 2, 'Work': 3, 'Health': 11, 'Mental Health': 5, 'Science': 13, 'Self Improvement': 1, 'Lifestyle': 1, 'Self': 1, 'Covid 19': 3, 'Coronavirus': 2}, 2: {'Health': 9, 'CLUSTER': 18, 'Mental Health': 4, 'Psychology': 4, 'Life Lessons': 2, 'Technology': 10, 'Science': 6, 'Coronavirus': 3, 'Books': 3, 'Life': 1, 'Productivity': 3, 'Art': 5, 'Writing': 8, 'Self Improvement': 2, 'Business': 4, 'Entrepreneurship': 2, 'Marketing': 2}, 3: {'Health': 28, 'Mental Health': 15, 'Psychology': 16, 'Life Lessons': 2, 'Culture': 7, 'CLUSTER': 51, 'Technology': 19, 'Science': 16, 'Coronavirus': 6, 'Society': 7, 'Covid 19': 2, 'Books': 9, 'Lifestyle': 1, 'LGBTQ': 1, 'Life': 1, 'Writing': 13, 'Productivity': 8, 'Art': 16, 'Storytelling': 3, 'Self Improvement': 5, 'Writing Tips': 2, 'Education': 1, 'Marketing': 2, 'Business': 2, 'Relationships': 1, 'Entrepreneurship': 1}}",
18,medium1k_200,nomic,mean,cosine,random10,gmm50,1.0,83.0,0.331,"{1: {'Productivity': 28, 'Health': 7, 'Mental Health': 7, 'Psychology': 6, 'Self Improvement': 1, 'Writing': 22, 'Art': 22, 'Entrepreneurship': 15, 'Work': 2, 'Science': 11, 'Culture': 1, 'Technology': 14, 'Lifestyle': 1, 'Climate Change': 1, 'Marketing': 11, 'Books': 1, 'Society': 3, 'Coronavirus': 1, 'Business': 2, 'Self': 1, 'Life': 1}, 2: {'CLUSTER': 21, 'Mental Health': 6, 'Health': 7, 'Psychology': 7, 'Productivity': 7, 'Self Improvement': 4, 'Writing': 3, 'Marketing': 1}, 3: {'Technology': 31, 'CLUSTER': 28, 'Coronavirus': 10, 'Mental Health': 21, 'Psychology': 19, 'Science': 25, 'Society': 4, 'Health': 29, 'Covid 19': 4, 'Life': 3, 'Marketing': 8, 'Business': 9, 'Art': 32, 'Writing': 27, 'Entrepreneurship': 12, 'Productivity': 28, 'Work': 4, 'Self-awareness': 4, 'Finance': 1, 'Self Improvement': 10, 'Life Lessons': 3, 'Self': 2, 'Lifestyle': 6, 'Food': 1, 'Storytelling': 5, 'Relationships': 3, 'Climate Change': 1, 'Entertainment': 5, 'Books': 6, 'Writing Tips': 2, 'Culture': 2}}",
19,medium1k_200,nomic,mean,cosine,random10,gmm50,2.0,24.0,0.096,"{1: {'Productivity': 28, 'Health': 7, 'Mental Health': 7, 'Psychology': 6, 'Self Improvement': 1, 'Writing': 22, 'Art': 22, 'Entrepreneurship': 15, 'Work': 2, 'Science': 11, 'Culture': 1, 'Technology': 14, 'Lifestyle': 1, 'Climate Change': 1, 'Marketing': 11, 'Books': 1, 'Society': 3, 'Coronavirus': 1, 'Business': 2, 'Self': 1, 'Life': 1}, 2: {'CLUSTER': 21, 'Mental Health': 6, 'Health': 7, 'Psychology': 7, 'Productivity': 7, 'Self Improvement': 4, 'Writing': 3, 'Marketing': 1}, 3: {'Technology': 31, 'CLUSTER': 28, 'Coronavirus': 10, 'Mental Health': 21, 'Psychology': 19, 'Science': 25, 'Society': 4, 'Health': 29, 'Covid 19': 4, 'Life': 3, 'Marketing': 8, 'Business': 9, 'Art': 32, 'Writing': 27, 'Entrepreneurship': 12, 'Productivity': 28, 'Work': 4, 'Self-awareness': 4, 'Finance': 1, 'Self Improvement': 10, 'Life Lessons': 3, 'Self': 2, 'Lifestyle': 6, 'Food': 1, 'Storytelling': 5, 'Relationships': 3, 'Climate Change': 1, 'Entertainment': 5, 'Books': 6, 'Writing Tips': 2, 'Culture': 2}}",
20,medium1k_200,nomic,mean,cosine,random10,gmm50,3.0,104.0,0.414,"{1: {'Productivity': 28, 'Health': 7, 'Mental Health': 7, 'Psychology': 6, 'Self Improvement': 1, 'Writing': 22, 'Art': 22, 'Entrepreneurship': 15, 'Work': 2, 'Science': 11, 'Culture': 1, 'Technology': 14, 'Lifestyle': 1, 'Climate Change': 1, 'Marketing': 11, 'Books': 1, 'Society': 3, 'Coronavirus': 1, 'Business': 2, 'Self': 1, 'Life': 1}, 2: {'CLUSTER': 21, 'Mental Health': 6, 'Health': 7, 'Psychology': 7, 'Productivity': 7, 'Self Improvement': 4, 'Writing': 3, 'Marketing': 1}, 3: {'Technology': 31, 'CLUSTER': 28, 'Coronavirus': 10, 'Mental Health': 21, 'Psychology': 19, 'Science': 25, 'Society': 4, 'Health': 29, 'Covid 19': 4, 'Life': 3, 'Marketing': 8, 'Business': 9, 'Art': 32, 'Writing': 27, 'Entrepreneurship': 12, 'Productivity': 28, 'Work': 4, 'Self-awareness': 4, 'Finance': 1, 'Self Improvement': 10, 'Life Lessons': 3, 'Self': 2, 'Lifestyle': 6, 'Food': 1, 'Storytelling': 5, 'Relationships': 3, 'Climate Change': 1, 'Entertainment': 5, 'Books': 6, 'Writing Tips': 2, 'Culture': 2}}",
21,medium1k_200,nomic,mean,cosine,random10,gmm70,1.0,71.0,0.262,"{1: {'Productivity': 13, 'Health': 8, 'Mental Health': 10, 'Psychology': 8, 'Self Improvement': 5, 'Marketing': 7, 'Entrepreneurship': 3, 'Business': 5, 'Storytelling': 2, 'Society': 2, 'Writing': 9, 'Art': 14, 'Technology': 13, 'Coronavirus': 7, 'Science': 18, 'Life': 1, 'Books': 1, 'Culture': 1, 'Entertainment': 1}, 2: {'CLUSTER': 21, 'Health': 5, 'Mental Health': 4, 'Psychology': 6, 'Productivity': 6, 'Self Improvement': 4}, 3: {'Technology': 23, 'Health': 16, 'Science': 16, 'Lifestyle': 6, 'CLUSTER': 48, 'Climate Change': 3, 'Marketing': 16, 'Entrepreneurship': 23, 'Business': 13, 'Mental Health': 9, 'Psychology': 14, 'Writing': 41, 'Society': 4, 'Culture': 2, 'Relationships': 2, 'Art': 32, 'Productivity': 35, 'Self-awareness': 4, 'Finance': 1, 'Books': 6, 'Self Improvement': 10, 'Life Lessons': 2, 'Storytelling': 1, 'Writing Tips': 2, 'Entertainment': 2, 'Work': 8, 'Self': 2, 'Life': 2, 'Education': 1}}",
