,dataset,embedding_model,agg_method,clusterer,homogeneity,completeness,tag_concentration_purity,cluster_tag_purity
26,medium1k,nomic,mean,dbscan_eps1.0_min15,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
27,medium1k,nomic,mean,gmm1,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
28,medium1k,nomic,mean,gmm2,0.061,0.304,"{'Technology': 0.753, 'Art': 0.394, 'Writing': 0.389, 'Business': 0.191, 'Health': 0.175, 'Productivity': 0.226, 'Self Improvement': 0.198, 'Entrepreneurship': 0.144, 'Science': 0.158, 'Mental Health': 0.169, 'Psychology': 0.151, 'Marketing': 0.118, 'Coronavirus': 0.075, 'Culture': 0.082, 'Books': 0.089}","{'Technology': 0.125, 'Art': 0.082, 'Writing': 0.081, 'Business': 0.04, 'Health': 0.036, 'Productivity': 0.047, 'Self Improvement': 0.041, 'Entrepreneurship': 0.03, 'Science': 0.026, 'Mental Health': 0.035, 'Psychology': 0.031, 'Marketing': 0.024, 'Coronavirus': 0.012, 'Culture': 0.017, 'Books': 0.018}"
29,medium1k,nomic,mean,gmm5,0.164,0.326,"{'Technology': 0.97, 'Art': 0.707, 'Writing': 0.886, 'Business': 0.505, 'Health': 0.413, 'Productivity': 0.364, 'Self Improvement': 0.266, 'Entrepreneurship': 0.3, 'Science': 0.43, 'Mental Health': 0.353, 'Psychology': 0.263, 'Marketing': 0.275, 'Coronavirus': 0.237, 'Culture': 0.107, 'Books': 0.131}","{'Technology': 0.073, 'Art': 0.046, 'Writing': 0.058, 'Business': 0.041, 'Health': 0.028, 'Productivity': 0.024, 'Self Improvement': 0.022, 'Entrepreneurship': 0.024, 'Science': 0.029, 'Mental Health': 0.029, 'Psychology': 0.022, 'Marketing': 0.022, 'Coronavirus': 0.016, 'Culture': 0.009, 'Books': 0.009}"
30,medium1k,nomic,mean,gmm10,0.199,0.276,"{'Technology': 0.991, 'Art': 0.827, 'Writing': 0.908, 'Business': 0.64, 'Health': 0.688, 'Productivity': 0.509, 'Self Improvement': 0.376, 'Entrepreneurship': 0.366, 'Science': 0.273, 'Mental Health': 0.328, 'Psychology': 0.209, 'Marketing': 0.33, 'Coronavirus': 0.702, 'Culture': 0.168, 'Books': 0.143}","{'Technology': 0.04, 'Art': 0.027, 'Writing': 0.029, 'Business': 0.036, 'Health': 0.021, 'Productivity': 0.016, 'Self Improvement': 0.012, 'Entrepreneurship': 0.021, 'Science': 0.012, 'Mental Health': 0.015, 'Psychology': 0.01, 'Marketing': 0.019, 'Coronavirus': 0.014, 'Culture': 0.008, 'Books': 0.007}"
31,medium1k,nomic,mean,gmm15,0.226,0.265,"{'Technology': 0.973, 'Art': 0.832, 'Writing': 0.91, 'Business': 0.745, 'Health': 0.867, 'Productivity': 0.656, 'Self Improvement': 0.383, 'Entrepreneurship': 0.516, 'Science': 0.544, 'Mental Health': 0.577, 'Psychology': 0.402, 'Marketing': 0.484, 'Coronavirus': 0.699, 'Culture': 0.257, 'Books': 0.33}","{'Technology': 0.034, 'Art': 0.024, 'Writing': 0.026, 'Business': 0.026, 'Health': 0.017, 'Productivity': 0.016, 'Self Improvement': 0.009, 'Entrepreneurship': 0.018, 'Science': 0.01, 'Mental Health': 0.014, 'Psychology': 0.01, 'Marketing': 0.017, 'Coronavirus': 0.013, 'Culture': 0.005, 'Books': 0.006}"
32,medium1k,nomic,mean,gmm50,0.271,0.224,"{'Technology': 0.976, 'Art': 0.815, 'Writing': 0.954, 'Business': 0.964, 'Health': 0.843, 'Productivity': 0.761, 'Self Improvement': 0.477, 'Entrepreneurship': 0.821, 'Science': 0.614, 'Mental Health': 0.672, 'Psychology': 0.466, 'Marketing': 0.667, 'Coronavirus': 0.786, 'Culture': 0.34, 'Books': 0.533}","{'Technology': 0.015, 'Art': 0.01, 'Writing': 0.012, 'Business': 0.01, 'Health': 0.011, 'Productivity': 0.007, 'Self Improvement': 0.004, 'Entrepreneurship': 0.009, 'Science': 0.008, 'Mental Health': 0.007, 'Psychology': 0.005, 'Marketing': 0.009, 'Coronavirus': 0.01, 'Culture': 0.003, 'Books': 0.003}"
33,medium1k,nomic,mean,gmm100,0.304,0.22,"{'Technology': 0.982, 'Art': 0.865, 'Writing': 0.986, 'Business': 1.0, 'Health': 0.857, 'Productivity': 0.392, 'Self Improvement': 0.216, 'Entrepreneurship': 0.865, 'Science': 0.84, 'Mental Health': 0.825, 'Psychology': 0.529, 'Marketing': 0.462, 'Coronavirus': 0.701, 'Culture': 0.232, 'Books': 0.203}","{'Technology': 0.01, 'Art': 0.012, 'Writing': 0.014, 'Business': 0.007, 'Health': 0.004, 'Productivity': 0.005, 'Self Improvement': 0.003, 'Entrepreneurship': 0.006, 'Science': 0.004, 'Mental Health': 0.006, 'Psychology': 0.005, 'Marketing': 0.004, 'Coronavirus': 0.003, 'Culture': 0.001, 'Books': 0.003}"
34,medium1k,nomic,mean,birch1,0.0,1.0,"{'Technology': 0.41, 'Art': 0.26, 'Writing': 0.225, 'Business': 0.168, 'Health': 0.154, 'Productivity': 0.14, 'Self Improvement': 0.114, 'Entrepreneurship': 0.108, 'Science': 0.106, 'Mental Health': 0.1, 'Psychology': 0.1, 'Marketing': 0.094, 'Coronavirus': 0.056, 'Culture': 0.055, 'Books': 0.052}","{'Technology': 0.153, 'Art': 0.097, 'Writing': 0.084, 'Business': 0.063, 'Health': 0.057, 'Productivity': 0.052, 'Self Improvement': 0.043, 'Entrepreneurship': 0.04, 'Science': 0.04, 'Mental Health': 0.037, 'Psychology': 0.037, 'Marketing': 0.035, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
35,medium1k,nomic,mean,birch2,0.036,0.367,"{'Technology': 0.275, 'Art': 0.312, 'Writing': 0.277, 'Business': 0.197, 'Health': 0.189, 'Productivity': 0.167, 'Self Improvement': 0.141, 'Entrepreneurship': 0.131, 'Science': 0.123, 'Mental Health': 0.123, 'Psychology': 0.12, 'Marketing': 0.113, 'Coronavirus': 0.068, 'Culture': 0.068, 'Books': 0.064}","{'Technology': 0.083, 'Art': 0.094, 'Writing': 0.083, 'Business': 0.059, 'Health': 0.057, 'Productivity': 0.05, 'Self Improvement': 0.042, 'Entrepreneurship': 0.04, 'Science': 0.037, 'Mental Health': 0.037, 'Psychology': 0.036, 'Marketing': 0.034, 'Coronavirus': 0.021, 'Culture': 0.021, 'Books': 0.019}"
36,medium1k,nomic,mean,birch5,0.112,0.273,"{'Technology': 0.731, 'Art': 0.497, 'Writing': 0.588, 'Business': 0.368, 'Health': 0.38, 'Productivity': 0.294, 'Self Improvement': 0.176, 'Entrepreneurship': 0.275, 'Science': 0.193, 'Mental Health': 0.244, 'Psychology': 0.205, 'Marketing': 0.211, 'Coronavirus': 0.135, 'Culture': 0.098, 'Books': 0.101}","{'Technology': 0.047, 'Art': 0.048, 'Writing': 0.057, 'Business': 0.035, 'Health': 0.053, 'Productivity': 0.028, 'Self Improvement': 0.025, 'Entrepreneurship': 0.026, 'Science': 0.027, 'Mental Health': 0.034, 'Psychology': 0.029, 'Marketing': 0.02, 'Coronavirus': 0.019, 'Culture': 0.014, 'Books': 0.01}"
37,medium1k,nomic,mean,birch10,0.171,0.243,"{'Technology': 0.974, 'Art': 0.69, 'Writing': 0.873, 'Business': 0.566, 'Health': 0.502, 'Productivity': 0.354, 'Self Improvement': 0.268, 'Entrepreneurship': 0.378, 'Science': 0.5, 'Mental Health': 0.372, 'Psychology': 0.245, 'Marketing': 0.267, 'Coronavirus': 0.379, 'Culture': 0.17, 'Books': 0.192}","{'Technology': 0.041, 'Art': 0.029, 'Writing': 0.037, 'Business': 0.03, 'Health': 0.025, 'Productivity': 0.015, 'Self Improvement': 0.013, 'Entrepreneurship': 0.02, 'Science': 0.018, 'Mental Health': 0.019, 'Psychology': 0.012, 'Marketing': 0.014, 'Coronavirus': 0.013, 'Culture': 0.006, 'Books': 0.008}"
38,medium1k,nomic,mean,birch15,0.196,0.243,"{'Technology': 0.978, 'Art': 0.69, 'Writing': 0.873, 'Business': 0.73, 'Health': 0.502, 'Productivity': 0.354, 'Self Improvement': 0.268, 'Entrepreneurship': 0.549, 'Science': 0.597, 'Mental Health': 0.372, 'Psychology': 0.245, 'Marketing': 0.373, 'Coronavirus': 0.558, 'Culture': 0.17, 'Books': 0.192}","{'Technology': 0.029, 'Art': 0.029, 'Writing': 0.037, 'Business': 0.017, 'Health': 0.025, 'Productivity': 0.015, 'Self Improvement': 0.013, 'Entrepreneurship': 0.012, 'Science': 0.014, 'Mental Health': 0.019, 'Psychology': 0.012, 'Marketing': 0.012, 'Coronavirus': 0.013, 'Culture': 0.006, 'Books': 0.008}"
39,medium1k,nomic,mean,birch50,0.254,0.227,"{'Technology': 0.839, 'Art': 0.719, 'Writing': 0.908, 'Business': 0.854, 'Health': 0.824, 'Productivity': 0.383, 'Self Improvement': 0.23, 'Entrepreneurship': 0.629, 'Science': 0.571, 'Mental Health': 0.658, 'Psychology': 0.443, 'Marketing': 0.507, 'Coronavirus': 0.769, 'Culture': 0.102, 'Books': 0.143}","{'Technology': 0.021, 'Art': 0.026, 'Writing': 0.033, 'Business': 0.014, 'Health': 0.014, 'Productivity': 0.014, 'Self Improvement': 0.008, 'Entrepreneurship': 0.01, 'Science': 0.01, 'Mental Health': 0.01, 'Psychology': 0.007, 'Marketing': 0.007, 'Coronavirus': 0.013, 'Culture': 0.003, 'Books': 0.005}"
40,medium1k,nomic,mean,birch100,0.284,0.228,"{'Technology': 0.825, 'Art': 0.714, 'Writing': 0.919, 'Business': 0.936, 'Health': 0.831, 'Productivity': 0.395, 'Self Improvement': 0.227, 'Entrepreneurship': 0.654, 'Science': 0.602, 'Mental Health': 0.652, 'Psychology': 0.455, 'Marketing': 0.556, 'Coronavirus': 0.771, 'Culture': 0.117, 'Books': 0.135}","{'Technology': 0.018, 'Art': 0.025, 'Writing': 0.032, 'Business': 0.014, 'Health': 0.013, 'Productivity': 0.014, 'Self Improvement': 0.008, 'Entrepreneurship': 0.01, 'Science': 0.009, 'Mental Health': 0.008, 'Psychology': 0.006, 'Marketing': 0.007, 'Coronavirus': 0.012, 'Culture': 0.003, 'Books': 0.005}"
