,dataset,embedding_model,agg_method,clusterer,homogeneity,completeness,tag_concentration_purity,cluster_tag_purity
10,medium1k_200,nomic,mean,dbscan_eps0.1_min3,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
11,medium1k_200,nomic,mean,dbscan_eps0.1_min5,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
12,medium1k_200,nomic,mean,dbscan_eps0.1_min10,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
13,medium1k_200,nomic,mean,dbscan_eps0.1_min15,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
14,medium1k_200,nomic,mean,dbscan_eps0.3_min3,0.008,0.185,"{'Writing': 0.365, 'Art': 0.365, 'Productivity': 0.328, 'Technology': 0.271, 'Health': 0.245, 'Science': 0.224, 'Psychology': 0.219, 'Mental Health': 0.193, 'Entrepreneurship': 0.177, 'Business': 0.172, 'Marketing': 0.141, 'Self Improvement': 0.109, 'Coronavirus': 0.073, 'Books': 0.068, 'Society': 0.057}","{'Writing': 0.103, 'Art': 0.103, 'Productivity': 0.093, 'Technology': 0.077, 'Health': 0.069, 'Science': 0.063, 'Psychology': 0.062, 'Mental Health': 0.055, 'Entrepreneurship': 0.05, 'Business': 0.049, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.019, 'Society': 0.016}"
15,medium1k_200,nomic,mean,dbscan_eps0.3_min5,0.008,0.185,"{'Writing': 0.365, 'Art': 0.365, 'Productivity': 0.328, 'Technology': 0.271, 'Health': 0.245, 'Science': 0.224, 'Psychology': 0.219, 'Mental Health': 0.193, 'Entrepreneurship': 0.177, 'Business': 0.172, 'Marketing': 0.141, 'Self Improvement': 0.109, 'Coronavirus': 0.073, 'Books': 0.068, 'Society': 0.057}","{'Writing': 0.103, 'Art': 0.103, 'Productivity': 0.093, 'Technology': 0.077, 'Health': 0.069, 'Science': 0.063, 'Psychology': 0.062, 'Mental Health': 0.055, 'Entrepreneurship': 0.05, 'Business': 0.049, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.019, 'Society': 0.016}"
16,medium1k_200,nomic,mean,dbscan_eps0.3_min10,0.015,0.226,"{'Writing': 0.375, 'Art': 0.375, 'Productivity': 0.342, 'Technology': 0.25, 'Health': 0.25, 'Science': 0.228, 'Psychology': 0.228, 'Mental Health': 0.201, 'Entrepreneurship': 0.185, 'Business': 0.179, 'Marketing': 0.147, 'Self Improvement': 0.114, 'Coronavirus': 0.076, 'Books': 0.071, 'Society': 0.06}","{'Writing': 0.102, 'Art': 0.102, 'Productivity': 0.093, 'Technology': 0.068, 'Health': 0.068, 'Science': 0.062, 'Psychology': 0.062, 'Mental Health': 0.055, 'Entrepreneurship': 0.05, 'Business': 0.049, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.019, 'Society': 0.016}"
17,medium1k_200,nomic,mean,dbscan_eps0.3_min15,0.017,0.237,"{'Writing': 0.379, 'Art': 0.374, 'Productivity': 0.346, 'Technology': 0.247, 'Health': 0.253, 'Science': 0.231, 'Psychology': 0.231, 'Mental Health': 0.203, 'Entrepreneurship': 0.187, 'Business': 0.181, 'Marketing': 0.148, 'Self Improvement': 0.115, 'Coronavirus': 0.077, 'Books': 0.071, 'Society': 0.06}","{'Writing': 0.102, 'Art': 0.1, 'Productivity': 0.093, 'Technology': 0.066, 'Health': 0.068, 'Science': 0.062, 'Psychology': 0.062, 'Mental Health': 0.055, 'Entrepreneurship': 0.05, 'Business': 0.049, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.019, 'Society': 0.016}"
18,medium1k_200,nomic,mean,dbscan_eps0.5_min3,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
19,medium1k_200,nomic,mean,dbscan_eps0.5_min5,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
20,medium1k_200,nomic,mean,dbscan_eps0.5_min10,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
21,medium1k_200,nomic,mean,dbscan_eps0.5_min15,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
22,medium1k_200,nomic,mean,dbscan_eps0.7_min3,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
23,medium1k_200,nomic,mean,dbscan_eps0.7_min5,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
24,medium1k_200,nomic,mean,dbscan_eps0.7_min10,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
25,medium1k_200,nomic,mean,dbscan_eps0.7_min15,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
26,medium1k_200,nomic,mean,dbscan_eps1.0_min3,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
27,medium1k_200,nomic,mean,dbscan_eps1.0_min5,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
28,medium1k_200,nomic,mean,dbscan_eps1.0_min10,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
29,medium1k_200,nomic,mean,dbscan_eps1.0_min15,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
30,medium1k_200,nomic,mean,gmm1,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
31,medium1k_200,nomic,mean,gmm2,0.08,0.373,"{'Writing': 0.625, 'Art': 0.607, 'Productivity': 0.509, 'Technology': 0.489, 'Health': 0.364, 'Science': 0.432, 'Psychology': 0.232, 'Mental Health': 0.205, 'Entrepreneurship': 0.259, 'Business': 0.205, 'Marketing': 0.205, 'Self Improvement': 0.17, 'Coronavirus': 0.125, 'Books': 0.116, 'Society': 0.091}","{'Writing': 0.103, 'Art': 0.1, 'Productivity': 0.084, 'Technology': 0.063, 'Health': 0.047, 'Science': 0.056, 'Psychology': 0.038, 'Mental Health': 0.034, 'Entrepreneurship': 0.043, 'Business': 0.034, 'Marketing': 0.034, 'Self Improvement': 0.028, 'Coronavirus': 0.016, 'Books': 0.019, 'Society': 0.012}"
32,medium1k_200,nomic,mean,gmm5,0.163,0.324,"{'Writing': 0.84, 'Art': 0.74, 'Productivity': 0.58, 'Technology': 0.917, 'Health': 0.5, 'Science': 0.611, 'Psychology': 0.333, 'Mental Health': 0.5, 'Entrepreneurship': 0.472, 'Business': 0.528, 'Marketing': 0.556, 'Self Improvement': 0.26, 'Coronavirus': 0.167, 'Books': 0.18, 'Society': 0.13}","{'Writing': 0.062, 'Art': 0.055, 'Productivity': 0.043, 'Technology': 0.032, 'Health': 0.04, 'Science': 0.049, 'Psychology': 0.027, 'Mental Health': 0.027, 'Entrepreneurship': 0.025, 'Business': 0.028, 'Marketing': 0.029, 'Self Improvement': 0.019, 'Coronavirus': 0.013, 'Books': 0.013, 'Society': 0.01}"
33,medium1k_200,nomic,mean,gmm10,0.194,0.277,"{'Writing': 0.927, 'Art': 0.78, 'Productivity': 0.659, 'Technology': 0.56, 'Health': 0.696, 'Science': 0.85, 'Psychology': 0.423, 'Mental Health': 0.7, 'Entrepreneurship': 0.317, 'Business': 0.75, 'Marketing': 0.434, 'Self Improvement': 0.293, 'Coronavirus': 0.304, 'Books': 0.22, 'Society': 0.3}","{'Writing': 0.056, 'Art': 0.047, 'Productivity': 0.04, 'Technology': 0.021, 'Health': 0.024, 'Science': 0.025, 'Psychology': 0.016, 'Mental Health': 0.021, 'Entrepreneurship': 0.019, 'Business': 0.018, 'Marketing': 0.015, 'Self Improvement': 0.018, 'Coronavirus': 0.01, 'Books': 0.013, 'Society': 0.009}"
34,medium1k_200,nomic,mean,gmm15,0.233,0.281,"{'Writing': 0.828, 'Art': 0.621, 'Productivity': 0.624, 'Technology': 0.65, 'Health': 0.846, 'Science': 0.8, 'Psychology': 0.5, 'Mental Health': 0.818, 'Entrepreneurship': 0.552, 'Business': 0.241, 'Marketing': 0.379, 'Self Improvement': 0.438, 'Coronavirus': 0.462, 'Books': 0.375, 'Society': 0.438}","{'Writing': 0.035, 'Art': 0.027, 'Productivity': 0.024, 'Technology': 0.019, 'Health': 0.016, 'Science': 0.024, 'Psychology': 0.015, 'Mental Health': 0.013, 'Entrepreneurship': 0.024, 'Business': 0.01, 'Marketing': 0.016, 'Self Improvement': 0.01, 'Coronavirus': 0.009, 'Books': 0.009, 'Society': 0.01}"
