,dataset,embedding_model,agg_method,clusterer,homogeneity,completeness,tag_concentration_purity,cluster_tag_purity
11,medium1k_200,bert,mean,dbscan_eps0.1_min5,0.009,0.135,"{'Writing': 0.367, 'Art': 0.378, 'Productivity': 0.33, 'Technology': 0.266, 'Health': 0.229, 'Science': 0.207, 'Psychology': 0.213, 'Mental Health': 0.186, 'Entrepreneurship': 0.17, 'Business': 0.165, 'Marketing': 0.138, 'Self Improvement': 0.112, 'Coronavirus': 0.069, 'Books': 0.074, 'Society': 0.059}","{'Writing': 0.102, 'Art': 0.105, 'Productivity': 0.091, 'Technology': 0.074, 'Health': 0.063, 'Science': 0.058, 'Psychology': 0.059, 'Mental Health': 0.052, 'Entrepreneurship': 0.047, 'Business': 0.046, 'Marketing': 0.038, 'Self Improvement': 0.031, 'Coronavirus': 0.019, 'Books': 0.021, 'Society': 0.016}"
12,medium1k_200,bert,mean,dbscan_eps0.1_min10,0.009,0.135,"{'Writing': 0.367, 'Art': 0.378, 'Productivity': 0.33, 'Technology': 0.266, 'Health': 0.229, 'Science': 0.207, 'Psychology': 0.213, 'Mental Health': 0.186, 'Entrepreneurship': 0.17, 'Business': 0.165, 'Marketing': 0.138, 'Self Improvement': 0.112, 'Coronavirus': 0.069, 'Books': 0.074, 'Society': 0.059}","{'Writing': 0.102, 'Art': 0.105, 'Productivity': 0.091, 'Technology': 0.074, 'Health': 0.063, 'Science': 0.058, 'Psychology': 0.059, 'Mental Health': 0.052, 'Entrepreneurship': 0.047, 'Business': 0.046, 'Marketing': 0.038, 'Self Improvement': 0.031, 'Coronavirus': 0.019, 'Books': 0.021, 'Society': 0.016}"
13,medium1k_200,bert,mean,dbscan_eps0.1_min15,0.009,0.135,"{'Writing': 0.367, 'Art': 0.378, 'Productivity': 0.33, 'Technology': 0.266, 'Health': 0.229, 'Science': 0.207, 'Psychology': 0.213, 'Mental Health': 0.186, 'Entrepreneurship': 0.17, 'Business': 0.165, 'Marketing': 0.138, 'Self Improvement': 0.112, 'Coronavirus': 0.069, 'Books': 0.074, 'Society': 0.059}","{'Writing': 0.102, 'Art': 0.105, 'Productivity': 0.091, 'Technology': 0.074, 'Health': 0.063, 'Science': 0.058, 'Psychology': 0.059, 'Mental Health': 0.052, 'Entrepreneurship': 0.047, 'Business': 0.046, 'Marketing': 0.038, 'Self Improvement': 0.031, 'Coronavirus': 0.019, 'Books': 0.021, 'Society': 0.016}"
14,medium1k_200,bert,mean,dbscan_eps0.3_min3,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
15,medium1k_200,bert,mean,dbscan_eps0.3_min5,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
16,medium1k_200,bert,mean,dbscan_eps0.3_min10,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
17,medium1k_200,bert,mean,dbscan_eps0.3_min15,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
18,medium1k_200,bert,mean,dbscan_eps0.5_min3,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
19,medium1k_200,bert,mean,dbscan_eps0.5_min5,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
20,medium1k_200,bert,mean,dbscan_eps0.5_min10,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
21,medium1k_200,bert,mean,dbscan_eps0.5_min15,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
22,medium1k_200,bert,mean,dbscan_eps0.7_min3,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
23,medium1k_200,bert,mean,dbscan_eps0.7_min5,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
24,medium1k_200,bert,mean,dbscan_eps0.7_min10,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
25,medium1k_200,bert,mean,dbscan_eps0.7_min15,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
26,medium1k_200,bert,mean,dbscan_eps1.0_min3,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
27,medium1k_200,bert,mean,dbscan_eps1.0_min5,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
28,medium1k_200,bert,mean,dbscan_eps1.0_min10,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
29,medium1k_200,bert,mean,dbscan_eps1.0_min15,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
30,medium1k_200,bert,mean,gmm1,0.0,1.0,"{'Writing': 0.355, 'Art': 0.355, 'Productivity': 0.315, 'Technology': 0.28, 'Health': 0.245, 'Science': 0.22, 'Psychology': 0.215, 'Mental Health': 0.19, 'Entrepreneurship': 0.17, 'Business': 0.17, 'Marketing': 0.135, 'Self Improvement': 0.105, 'Coronavirus': 0.07, 'Books': 0.07, 'Society': 0.055}","{'Writing': 0.105, 'Art': 0.105, 'Productivity': 0.093, 'Technology': 0.083, 'Health': 0.072, 'Science': 0.065, 'Psychology': 0.063, 'Mental Health': 0.056, 'Entrepreneurship': 0.05, 'Business': 0.05, 'Marketing': 0.04, 'Self Improvement': 0.031, 'Coronavirus': 0.021, 'Books': 0.021, 'Society': 0.016}"
31,medium1k_200,bert,mean,gmm2,0.052,0.262,"{'Writing': 0.5, 'Art': 0.515, 'Productivity': 0.415, 'Technology': 0.586, 'Health': 0.2, 'Science': 0.443, 'Psychology': 0.238, 'Mental Health': 0.208, 'Entrepreneurship': 0.223, 'Business': 0.192, 'Marketing': 0.169, 'Self Improvement': 0.154, 'Coronavirus': 0.062, 'Books': 0.108, 'Society': 0.077}","{'Writing': 0.096, 'Art': 0.099, 'Productivity': 0.08, 'Technology': 0.06, 'Health': 0.038, 'Science': 0.046, 'Psychology': 0.046, 'Mental Health': 0.04, 'Entrepreneurship': 0.043, 'Business': 0.037, 'Marketing': 0.032, 'Self Improvement': 0.029, 'Coronavirus': 0.012, 'Books': 0.021, 'Society': 0.015}"
32,medium1k_200,bert,mean,gmm5,0.114,0.236,"{'Writing': 0.627, 'Art': 0.61, 'Productivity': 0.559, 'Technology': 0.57, 'Health': 0.636, 'Science': 0.606, 'Psychology': 0.379, 'Mental Health': 0.237, 'Entrepreneurship': 0.305, 'Business': 0.455, 'Marketing': 0.394, 'Self Improvement': 0.22, 'Coronavirus': 0.212, 'Books': 0.12, 'Society': 0.103}","{'Writing': 0.055, 'Art': 0.053, 'Productivity': 0.049, 'Technology': 0.022, 'Health': 0.031, 'Science': 0.029, 'Psychology': 0.032, 'Mental Health': 0.021, 'Entrepreneurship': 0.027, 'Business': 0.022, 'Marketing': 0.019, 'Self Improvement': 0.019, 'Coronavirus': 0.01, 'Books': 0.01, 'Society': 0.009}"
33,medium1k_200,bert,mean,gmm10,0.178,0.261,"{'Writing': 0.892, 'Art': 0.73, 'Productivity': 0.649, 'Technology': 0.55, 'Health': 0.429, 'Science': 0.929, 'Psychology': 0.476, 'Mental Health': 0.381, 'Entrepreneurship': 0.378, 'Business': 0.522, 'Marketing': 0.435, 'Self Improvement': 0.27, 'Coronavirus': 0.357, 'Books': 0.135, 'Society': 0.167}","{'Writing': 0.049, 'Art': 0.04, 'Productivity': 0.035, 'Technology': 0.016, 'Health': 0.027, 'Science': 0.019, 'Psychology': 0.029, 'Mental Health': 0.024, 'Entrepreneurship': 0.021, 'Business': 0.018, 'Marketing': 0.015, 'Self Improvement': 0.015, 'Coronavirus': 0.007, 'Books': 0.007, 'Society': 0.01}"
34,medium1k_200,bert,mean,gmm15,0.207,0.247,"{'Writing': 0.774, 'Art': 0.645, 'Productivity': 0.548, 'Technology': 0.733, 'Health': 0.917, 'Science': 1.0, 'Psychology': 0.455, 'Mental Health': 0.364, 'Entrepreneurship': 0.387, 'Business': 0.562, 'Marketing': 0.29, 'Self Improvement': 0.258, 'Coronavirus': 0.417, 'Books': 0.209, 'Society': 0.45}","{'Writing': 0.035, 'Art': 0.029, 'Productivity': 0.025, 'Technology': 0.016, 'Health': 0.016, 'Science': 0.018, 'Psychology': 0.015, 'Mental Health': 0.012, 'Entrepreneurship': 0.018, 'Business': 0.013, 'Marketing': 0.013, 'Self Improvement': 0.012, 'Coronavirus': 0.007, 'Books': 0.004, 'Society': 0.013}"
